Item 1,Item 2,Item 3,Item 4,Item 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,frozen vegetables,margarine,liquor (appetizer),newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,beef,hamburger meat,tropical fruit,other vegetables,butter,curd,butter milk,yogurt,whipped/sour cream,UHT-milk,frozen vegetables,pastry,flour,margarine,canned fish,coffee,fruit/vegetable juice,salty snack,specialty chocolate,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,tropical fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,rolls/buns,Protein shakes,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,pastry,vinegar,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,butter,bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty cheese,frozen meals,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,whipped/sour cream,UHT-milk,baking powder,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,whole milk,yogurt,mustard,avacado,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,whipped/sour cream,pudding powder,coffee,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,UHT-milk,rolls/buns,canned fish,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen dessert,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,curd,yogurt,flour,margarine,sugar,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,yogurt,ice cream,frozen dessert,domestic eggs,pastry,flour,margarine,coffee,cake bar,napkins,shopping bags,,,,,,,,,,,,,,,,,,
sausage,pip fruit,rolls/buns,pastry,soda,fruit/vegetable juice,canned beer,salty snack,candy,Protein shakes,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,bottled water,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,butter,yogurt,soft cheese,cream cheese,coffee,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
beef,dessert,frozen vegetables,rice,long life bakery product,whipped cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,other vegetables,beverages,mayonnaise,rolls/buns,soda,bottled beer,chocolate,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,oil,avacado,soda,misc. beverages,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,margarine,cocoa drinks,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,specialty chocolate,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cream cheese,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,domestic eggs,pastry,long life bakery product,waffles,specialty chocolate,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,brown bread,canned vegetables,sweet spreads,salty snack,specialty chocolate,dishes,,,,,,,,,,,,,,,,,,,
chicken,pork,frozen vegetables,soda,canned beer,liquor (appetizer),Protein shakes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
grapes,butter,soft cheese,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pickled vegetables,bottled water,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,ham,tropical fruit,rolls/buns,pastry,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,jam,paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,beverages,cream cheese,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,pet care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,butter,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,oil,avacado,bottled water,soda,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,rolls/buns,mustard,canned fish,misc. beverages,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,whipped/sour cream,rolls/buns,roll products,salt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,pork,onions,other vegetables,rolls/buns,semi-finished bread,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,yogurt,frozen vegetables,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,butter milk,beverages,sliced cheese,frozen vegetables,roll products,pasta,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,sliced cheese,frozen vegetables,frozen meals,fruit/vegetable juice,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,processed cheese,frozen fruits,domestic eggs,rolls/buns,cereals,mango,specialty chocolate,chocolate marshmallow,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,other vegetables,yogurt,cream cheese,meat spreads,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,yogurt,whipped/sour cream,white bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,onions,other vegetables,whole milk,butter,frozen vegetables,domestic eggs,rolls/buns,bottled beer,canned beer,napkins,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,ice cream,long life bakery product,chewing gum,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,berries,root vegetables,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,dessert,UHT-milk,frozen dessert,pastry,artif. sweetener,mustard,canned fruit,Protein shakes,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,frozen meals,domestic eggs,white bread,pastry,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,butter,domestic eggs,white bread,margarine,candy,softener,carrot,shopping bags,,,,,,,,,,,,,,,,,,,,,,
chicken,pip fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,cream cheese,rolls/buns,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whipped/sour cream,hard cheese,cream cheese,spread cheese,mayonnaise,white bread,bottled water,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,pork,beef,hamburger meat,citrus fruit,root vegetables,other vegetables,whole milk,domestic eggs,brown bread,avacado,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,pet care,soda,canned beer,softener,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,brown bread,avacado,bottled water,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,onions,other vegetables,butter,domestic eggs,pasta,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,UHT-milk,frozen vegetables,ketchup,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,pork,beef,hamburger meat,tropical fruit,berries,whole milk,pastry,roll products,oil,margarine,sugar,artif. sweetener,mustard,soups,cereals,jam,bottled water,bottled beer,candles,potted plants,,,,,,,,,,
canned beer,white wine,specialty chocolate,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter,cream cheese,brown bread,pastry,ready soups,seasonal products,Energy drinks,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,
pastry,flour,sugar,baking powder,coffee,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking powder,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,oil,mango,liquor,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,sliced cheese,frozen dessert,brown bread,pastry,semi-finished bread,canned fish,avacado,soda,napkins,newspapers,shopping bags,,,,,,,,,,,,,,,,,,
finished products,chicken,citrus fruit,root vegetables,other vegetables,dessert,domestic eggs,spices,pickled vegetables,bottled water,soda,popcorn,chocolate marshmallow,detergent,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,whipped/sour cream,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,berries,other vegetables,pastry,roll products,oil,sugar,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whole milk,sliced cheese,rolls/buns,pastry,bottled water,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,sugar,sweet spreads,fruit/vegetable juice,bottled beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,other vegetables,whole milk,butter,dessert,butter milk,yogurt,whipped/sour cream,hard cheese,mayonnaise,oil,mustard,baking powder,popcorn,long life bakery product,chocolate,candy,,,,,,,,,,,,,,
tropical fruit,dessert,yogurt,syrup,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,liver loaf,chicken,pork,root vegetables,whole milk,whipped/sour cream,sliced cheese,frozen vegetables,bottled water,fruit/vegetable juice,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,onions,other vegetables,whole milk,frozen fish,roll products,flour,sugar,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,
turkey,citrus fruit,butter,whipped/sour cream,hard cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,
curd cheese,rolls/buns,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,other vegetables,butter milk,yogurt,mayonnaise,zwieback,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,whipped/sour cream,specialty cheese,rolls/buns,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,white bread,specialty fat,mustard,specialty vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,other vegetables,whole milk,butter,rolls/buns,baking powder,cooking chocolate,specialty chocolate,jackfruit,,,,,,,,,,,,,,,,,,,,,,
sausage,finished products,hamburger meat,citrus fruit,tropical fruit,pip fruit,other vegetables,butter,UHT-milk,specialty cheese,pastry,roll products,pasta,organic products,baking powder,canned vegetables,avacado,chewing gum,chocolate,potted plants,carrot,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,butter,pastry,oil,bottled water,bottled beer,detergent,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,other vegetables,dessert,white bread,Coconut water,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,yogurt,UHT-milk,sliced cheese,ice cream,soda,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,other vegetables,whole milk,butter,yogurt,soft cheese,domestic eggs,rice,bottled water,soda,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,root vegetables,whole milk,waffles,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whole milk,yogurt,hard cheese,domestic eggs,flour,margarine,sugar,baking powder,canned fish,misc. beverages,canned beer,,,,,,,,,,,,,,,,,,,,
soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled water,bottled beer,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,canned fish,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,chewing gum,specialty chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,fruit/vegetable juice,long life bakery product,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,frozen meals,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,chicken,turkey,berries,packaged fruit/vegetables,whole milk,yogurt,cream cheese,rolls/buns,pastry,bottled water,soda,buttermilk,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,pork,root vegetables,whole milk,yogurt,frozen meals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,soda,bottled beer,chocolate,strawberries,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,pastry,bottled water,soda,long life bakery product,chocolate,napkins,whipped cream,,,,,,,,,,,,,,,,,,,,,,,
pork,rolls/buns,liquor,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,whole milk,curd,whipped/sour cream,flour,oil,sugar,salty snack,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,mayonnaise,soda,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,coffee,soda,fruit/vegetable juice,canned beer,candy,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,berries,whole milk,yogurt,domestic eggs,salt,waffles,cake bar,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,bottled water,soda,fruit/vegetable juice,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,yogurt,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,UHT-milk,semi-finished bread,avacado,bottled water,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,onions,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,jam,fruit/vegetable juice,chocolate,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,canned beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,brown bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,frozen meals,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,butter milk,processed cheese,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,bottled beer,iced coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,organic sausage,pip fruit,butter,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,whole milk,white bread,margarine,fruit/vegetable juice,Protein shakes,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,whole milk,dessert,butter milk,yogurt,hard cheese,processed cheese,white bread,avacado,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,butter,whipped/sour cream,semi-finished bread,vinegar,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,pastry,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,fruit/vegetable juice,white wine,chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,butter,domestic eggs,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,canned beer,white wine,detergent,softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,butter,yogurt,frozen fish,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,fruit/vegetable juice,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,other vegetables,dessert,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,whole milk,yogurt,white bread,soda,chocolate,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,baking powder,,,,,,,,,,,,,,,,,,,,,,,,
pastry,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pork,whole milk,pastry,roll products,flour,sweet spreads,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
whole milk,baking powder,waffles,pancake mix,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,butter,yogurt,frozen vegetables,domestic eggs,rolls/buns,coffee,bottled beer,iced coffee,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,curd,yogurt,whipped/sour cream,sugar,canned vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
beef,onions,whole milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cocoa drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,rolls/buns,Lemonade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen vegetables,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,UHT-milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,bananas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,UHT-milk,margarine,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,whole milk,rolls/buns,fruit/vegetable juice,red/blush wine,chocolate,specialty chocolate,candy,soft drinks,shopping bags,,,,,,,,,,,,,,,,,,,,,
brown bread,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,butter,curd cheese,frozen vegetables,rolls/buns,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,whole milk,yogurt,rolls/buns,flour,margarine,cereals,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,brown bread,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,whipped/sour cream,soft cheese,domestic eggs,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,hamburger meat,pip fruit,grapes,root vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,cream cheese,pastry,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread,bottled beer,Coconut water,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,soft cheese,white bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,pork,beef,root vegetables,other vegetables,yogurt,mayonnaise,spices,chocolate,candles,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,yogurt,UHT-milk,vinegar,oil,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,hamburger meat,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,pork,onions,herbs,whole milk,sliced cheese,curd cheese,domestic eggs,rolls/buns,bottled beer,candy,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,whole milk,butter,beverages,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,soda,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,other vegetables,whole milk,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,other vegetables,whole milk,rolls/buns,brown bread,canned beer,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,
